선수ID,선수이름,포지션,보유신규특성,국가,주발,약발,클럽1,클럽2,클럽3,클럽4,클럽5,클럽6,클럽7,클럽8,클럽9
855210602,살렘 알도사리,LM,라인 브레이커,사우디아라비아,양발,5,비야레알 CF,,,,,,,,
855212622,요주아 키미히,CDM,커맨더,"독일, 국가대표",양발,5,바이에른 뮌헨,VfB 슈투트가르트,RB 라이프치히,,,,,,
855212831,알리송,GK,GK 빠른 반응,브라질,오른발,3,리버풀,AS 로마,,,,,,,
855213331,요나탄 타,CB,타이탄,"독일, 국가대표",오른발,4,바이에른 뮌헨,바이엘 04 레버쿠젠,함부르크 SV,,,,,,
855215441,세루 기라시,ST,크로스 포쳐,기니,오른발,4,보루시아 도르트문트,VfB 슈투트가르트,스타드 렌,LOSC 릴,,,,,
855215590,아요세 페레스,ST,크로스 포쳐,"스페인, 국가대표",오른발,4,비야레알 CF,레알 베티스,레스터 시티,뉴캐슬 유나이티드,,,,,
855220901,다비드 라야,GK,GK 빠른 반응,"스페인, 국가대표",오른발,3,아스널,블랙번 로버스,,,,,,,
855224232,니콜로 바렐라,CM,2개의 심장,"이탈리아, 국가대표",오른발,4,롬바르디아 FC,칼리아리,,,,,,,
855226161,마르코스 요렌테,RB,2개의 심장,"스페인, 국가대표",양발,5,레알 마드리드,데포르티보 알라베스,,,,,,,
855230872,밀레 스빌라르,GK,GK 빠른 반응,세르비아,오른발,3,AS 로마,SL 벤피카,,,,,,,
855231478,라우타로,ST,크로스 포쳐,"아르헨티나, 국가대표",양발,5,롬바르디아 FC,,,,,,,,
855232580,가브리엘 마갈량이스,CB,타이탄,브라질,왼발,2,아스널,LOSC 릴,디나모 자그레브,,,,,,
855233096,덴젤 둠프리스,RB,체이서,"네덜란드, 국가대표",오른발,3,롬바르디아 FC,,,,,,,,
855234236,파트리크 시크,ST,크로스 포쳐,"체코, 국가대표",왼발,3,바이엘 04 레버쿠젠,RB 라이프치히,AS 로마,삼프도리아,스파르타 프라하,,,,
855236461,장-필리프 마테타,ST,타이탄,프랑스,양발,5,크리스털 팰리스,올랭피크 리옹,,,,,,,
855237238,스콧 맥토미니,CM,2개의 심장,"스코틀랜드, 국가대표",오른발,3,SSC 나폴리,맨체스터 유나이티드,,,,,,,
855238794,비니시우스,LM,라인 브레이커,브라질,오른발,4,레알 마드리드,,,,,,,,
855239053,페데리코 발베르데,CDM,2개의 심장,우루과이,오른발,4,레알 마드리드,,,,,,,,
855239231,마르크 쿠쿠레야,LB,체이서,"스페인, 국가대표",왼발,3,첼시,브라이턴 호브 앨비언,헤타페 CF,FC 바르셀로나,SD 에이바르,,,,
855241159,마크 게히,CB,와일드 태클러,"잉글랜드, 국가대표",양발,5,맨체스터 시티,크리스털 팰리스,첼시,,,,,,
855241651,빅토르 요케레스,ST,라인 브레이커,"스웨덴, 국가대표",오른발,4,아스널,스포르팅 CP,브라이턴 호브 앨비언,,,,,,
855244263,아미르 라흐마니,CB,파이터,코소보,오른발,4,SSC 나폴리,엘라스 베로나,디나모 자그레브,,,,,,
855246104,R. 흐라벤베르흐,CDM,와일드 태클러,"네덜란드, 국가대표",오른발,4,리버풀,바이에른 뮌헨,아약스,,,,,,
855247819,N. 슐로터베크,CB,와일드 태클러,"독일, 국가대표",왼발,3,보루시아 도르트문트,SC 프라이부르크,,,,,,,
855247851,브루누 기마랑이스,CM,2개의 심장,브라질,오른발,3,뉴캐슬 유나이티드,올랭피크 리옹,,,,,,,
855252371,주드 벨링엄,CAM,2개의 심장,"잉글랜드, 국가대표",양발,5,레알 마드리드,보루시아 도르트문트,,,,,,,
855256079,M. 카이세도,CDM,와일드 태클러,에콰도르,오른발,3,첼시,브라이턴 호브 앨비언,,,,,,,
855256196,윌리안 파초,CB,와일드 태클러,에콰도르,왼발,3,파리 생제르맹,아인트라흐트 프랑크푸르트,,,,,,,
855256516,니코 윌리암스,LM,스피드스터,"스페인, 국가대표",양발,5,아틀레틱 빌바오,,,,,,,,
855258437,E. 에메가,ST,라인 브레이커,"네덜란드, 국가대표",양발,5,스트라스부르 알자스,첼시,,,,,,,
855264453,미키 반더벤,CB,체이서,"네덜란드, 국가대표",왼발,3,토트넘 홋스퍼,VfL 볼프스부르크,,,,,,,
855264652,B. 바르콜라,LW,스피드스터,"프랑스, 국가대표",오른발,3,파리 생제르맹,올랭피크 리옹,,,,,,,
855272834,주앙 네베스,CM,체이서,"포르투갈, 국가대표",오른발,4,파리 생제르맹,SL 벤피카,,,,,,,
855278349,딘 하위선,CB,블로커,"스페인, 국가대표",양발,5,레알 마드리드,유벤투스,AS 로마,,,,,,
856072871,B. 무스타파자다,CB,블로커,아제르바이잔,오른발,3,,,,,,,,,
856072874,K. 메디나,CB,체이서,콜롬비아,왼발,3,,,,,,,,,
856076687,이스테방,RW,스피드스터,브라질,왼발,3,첼시,,,,,,,,
856081724,카밀로 두란,ST,라인 브레이커,콜롬비아,왼발,2,,,,,,,,,
856186345,키어런 트리피어,RB,와일드 태클러,잉글랜드,오른발,4,뉴캐슬 유나이티드,토트넘 홋스퍼,번리,맨체스터 시티,,,,,
856186942,일카이 귄도안,CAM,커맨더,독일,오른발,4,갈라타사라이,맨체스터 시티,FC 바르셀로나,보루시아 도르트문트,,,,,
856188545,레반도프스키,ST,크로스 포쳐,폴란드,양발,5,FC 바르셀로나,바이에른 뮌헨,보루시아 도르트문트,,,,,,
856192119,티보 쿠르투아,GK,GK 빠른 반응,벨기에,왼발,3,레알 마드리드,첼시,KRC 겡크,,,,,,
856192366,니콜라스 오타멘디,CB,타이탄,아르헨티나,오른발,3,SL 벤피카,맨체스터 시티,발렌시아 CF,FC 포르투,,,,,
856193747,코케,CM,2개의 심장,스페인,오른발,4,,,,,,,,,
856194765,앙투안 그리즈만,CF,크로스 포쳐,프랑스,왼발,4,FC 바르셀로나,레알 소시에다드,,,,,,,
856198032,댄 번,CB,타이탄,잉글랜드,왼발,3,뉴캐슬 유나이티드,브라이턴 호브 앨비언,풀럼,,,,,,
856200155,한스 바나컨,CAM,커맨더,벨기에,양발,5,,,,,,,,,
856202126,해리 케인,ST,크로스 포쳐,잉글랜드,양발,5,바이에른 뮌헨,토트넘 홋스퍼,레스터 시티,,,,,,
856203376,버질 반다이크,CB,타이탄,네덜란드,오른발,3,리버풀,사우샘프턴,셀틱,,,,,,
856203841,닉 포프,GK,GK 공중볼 장악,잉글랜드,오른발,3,뉴캐슬 유나이티드,번리,,,,,,,
856207865,마르키뉴스,CB,체이서,브라질,오른발,3,파리 생제르맹,AS 로마,,,,,,,
856208128,하칸 찰하놀루,CDM,커맨더,튀르키예,양발,5,롬바르디아 FC,밀라노 FC,바이엘 04 레버쿠젠,함부르크 SV,,,,,
856208165,베라트 짐시티,CB,타이탄,알바니아,오른발,3,베르가모 칼초,,,,,,,,
856209331,모하메드 살라,RW,라인 브레이커,이집트,왼발,4,리버풀,AS 로마,첼시,피오렌티나,,,,,
856210035,그리말도,LWB,와일드 태클러,스페인,왼발,2,바이엘 04 레버쿠젠,SL 벤피카,FC 바르셀로나,,,,,,
856210385,후이 실바,GK,GK 빠른 반응,포르투갈,왼발,3,스포르팅 CP,레알 베티스,그라나다 CF,,,,,,
856212622,요주아 키미히,CDM,커맨더,독일,양발,5,바이에른 뮌헨,VfB 슈투트가르트,RB 라이프치히,,,,,,
856212811,마리오 르미나,CDM,파이터,가봉,오른발,4,갈라타사라이,울버햄프턴 원더러스,OGC 니스,사우샘프턴,풀럼,유벤투스,올랭피크 마르세유,FC 로리앙,
856212831,알리송,GK,GK 공중볼 장악,브라질,오른발,3,리버풀,AS 로마,,,,,,,
856213331,요나탄 타,CB,와일드 태클러,독일,오른발,4,바이에른 뮌헨,바이엘 04 레버쿠젠,함부르크 SV,,,,,,
856215441,세루 기라시,ST,크로스 포쳐,기니,오른발,4,보루시아 도르트문트,VfB 슈투트가르트,스타드 렌,LOSC 릴,,,,,
856216460,J. 히메네스,CB,타이탄,우루과이,오른발,3,,,,,,,,,
856216549,A. 쇨로트,ST,타이탄,노르웨이,왼발,4,비야레알 CF,RB 라이프치히,레알 소시에다드,크리스털 팰리스,,,,,
856220793,다빈손 산체스,CB,타이탄,콜롬비아,오른발,3,갈라타사라이,토트넘 홋스퍼,아약스,,,,,,
856220901,다비드 라야,GK,GK 공중볼 장악,스페인,오른발,3,아스널,블랙번 로버스,,,,,,,
856222077,마누엘 로카텔리,CDM,와일드 태클러,이탈리아,오른발,4,유벤투스,사수올로,밀라노 FC,,,,,,
856222104,토신 아다라비오요,CB,블로커,잉글랜드,오른발,3,첼시,풀럼,블랙번 로버스,웨스트 브로미치 앨비언,맨체스터 시티,,,,
856222389,니키타 하이킨,GK,GK 빠른 반응,러시아,오른발,2,,,,,,,,,
856222492,리로이 사네,RW,스피드스터,독일,왼발,3,갈라타사라이,바이에른 뮌헨,맨체스터 시티,,,,,,
856222665,마르틴 외데고르,CAM,커맨더,노르웨이,왼발,3,아스널,레알 마드리드,레알 소시에다드,,,,,,
856223334,조엘린통,CM,파이터,브라질,오른발,4,뉴캐슬 유나이티드,TSG 호펜하임,,,,,,,
856223959,루카스 토레이라,CDM,체이서,우루과이,오른발,3,갈라타사라이,아스널,피오렌티나,삼프도리아,,,,,
856224232,니콜로 바렐라,CM,와일드 태클러,이탈리아,오른발,4,롬바르디아 FC,칼리아리,,,,,,,
856225077,손드레 페트,CM,2개의 심장,노르웨이,오른발,4,,,,,,,,,
856225193,미켈 메리노,CM,타이탄,스페인,왼발,3,아스널,레알 소시에다드,뉴캐슬 유나이티드,보루시아 도르트문트,오사수나,,,,
856225375,콘라트 라이머,RB,체이서,오스트리아,오른발,3,바이에른 뮌헨,RB 라이프치히,레드불 잘츠부르크,,,,,,
856225539,도미닉 솔랑키,ST,아크로바틱 피니셔,잉글랜드,오른발,4,토트넘 홋스퍼,리버풀,첼시,,,,,,
856225663,알렉산드르 골로빈,LM,파이터,러시아,오른발,4,AS 모나코,,,,,,,,
856226161,마르코스 요렌테,RB,아크로바틱 피니셔,스페인,양발,5,레알 마드리드,데포르티보 알라베스,,,,,,,
856226710,G. 스카마카,ST,크로스 포쳐,이탈리아,오른발,3,베르가모 칼초,웨스트 햄 유나이티드,사수올로,제노아,,,,,
856226766,다니엘 포덴스,LW,파이터,포르투갈,오른발,4,울버햄프턴 원더러스,스포르팅 CP,,,,,,,
856228093,마르쿠스 튀람,ST,타이탄,프랑스,오른발,4,롬바르디아 FC,보루시아 묀헨글라트바흐,,,,,,,
856229188,V. 파블리디스,ST,라인 브레이커,그리스,양발,5,SL 벤피카,,,,,,,,
856229391,팔리냐,CDM,와일드 태클러,포르투갈,오른발,4,토트넘 홋스퍼,바이에른 뮌헨,풀럼,스포르팅 CP,,,,,
856229558,다요 우파메카노,CB,와일드 태클러,프랑스,오른발,3,바이에른 뮌헨,RB 라이프치히,레드불 잘츠부르크,,,,,,
856229891,J. 리에르손,RWB,체이서,노르웨이,오른발,4,보루시아 도르트문트,,,,,,,,
856229905,A. 바르닥즈,CB,파이터,튀르키예,왼발,2,갈라타사라이,,,,,,,,
856230666,가브리엘 제주스,ST,아크로바틱 피니셔,브라질,오른발,4,아스널,맨체스터 시티,,,,,,,
856231443,우스만 뎀벨레,RW,라인 브레이커,프랑스,양발,5,파리 생제르맹,FC 바르셀로나,보루시아 도르트문트,스타드 렌,,,,,
856231478,라우타로,ST,크로스 포쳐,아르헨티나,양발,5,롬바르디아 FC,,,,,,,,
856231512,로이드 켈리,CB,파이터,잉글랜드,왼발,3,유벤투스,뉴캐슬 유나이티드,,,,,,,
856231677,마커스 래시포드,LW,라인 브레이커,잉글랜드,오른발,4,FC 바르셀로나,맨체스터 유나이티드,애스턴 빌라,,,,,,
856231747,킬리안 음바페,ST,라인 브레이커,프랑스,오른발,4,레알 마드리드,파리 생제르맹,AS 모나코,,,,,,
856231866,로드리,CDM,커맨더,스페인,오른발,4,맨체스터 시티,비야레알 CF,,,,,,,
856231943,히샬리송,ST,크로스 포쳐,브라질,양발,5,토트넘 홋스퍼,에버턴,왓퍼드,,,,,,
856232293,빅터 오시멘,ST,크로스 포쳐,나이지리아,오른발,4,갈라타사라이,SSC 나폴리,LOSC 릴,VfL 볼프스부르크,,,,,
856232488,크리스티안 로메로,CB,체이서,아르헨티나,오른발,2,토트넘 홋스퍼,베르가모 칼초,제노아,유벤투스,,,,,
856232580,가브리엘 마갈량이스,CB,블로커,브라질,왼발,2,아스널,LOSC 릴,디나모 자그레브,,,,,,
856233419,하피냐,RW,스피드스터,브라질,왼발,4,FC 바르셀로나,리즈 유나이티드,스타드 렌,스포르팅 CP,,,,,
856233486,로뱅 르노르망,CB,타이탄,스페인,오른발,3,레알 소시에다드,,,,,,,,
856233800,F. 비에르칸,LB,체이서,노르웨이,왼발,3,페예노르트,헤르타 BSC,,,,,,,
856234236,파트리크 시크,ST,타이탄,체코,왼발,3,바이엘 04 레버쿠젠,RB 라이프치히,AS 로마,삼프도리아,스파르타 프라하,,,,
856234378,데클런 라이스,CM,커맨더,잉글랜드,오른발,3,아스널,웨스트 햄 유나이티드,,,,,,,
856234396,알폰소 데이비스,LB,체이서,캐나다,왼발,4,바이에른 뮌헨,,,,,,,,
856235840,M. 디 그레고리오,GK,GK 빠른 반응,이탈리아,오른발,3,유벤투스,롬바르디아 FC,,,,,,,
856236772,D. 소보슬러이,CAM,커맨더,헝가리,오른발,4,리버풀,RB 라이프치히,레드불 잘츠부르크,,,,,,
856237086,김민재,CB,체이서,대한민국,오른발,3,바이에른 뮌헨,SSC 나폴리,전북 현대 모터스,,,,,,
856237383,A. 바스토니,CB,커맨더,이탈리아,왼발,3,롬바르디아 FC,파르마,베르가모 칼초,,,,,,
856237678,이브라히마 코나테,CB,타이탄,프랑스,오른발,3,리버풀,RB 라이프치히,,,,,,,
856237679,R. 콜로 무아니,ST,아크로바틱 피니셔,프랑스,오른발,4,토트넘 홋스퍼,파리 생제르맹,유벤투스,아인트라흐트 프랑크푸르트,FC 낭트,,,,
856238216,코너 갤러거,CM,2개의 심장,잉글랜드,오른발,4,토트넘 홋스퍼,첼시,크리스털 팰리스,웨스트 브로미치 앨비언,,,,,
856238616,페드루 네투,RW,스피드스터,포르투갈,왼발,4,첼시,울버햄프턴 원더러스,라티움,,,,,,
856238794,비니시우스,LW,스피드스터,브라질,오른발,4,레알 마드리드,,,,,,,,
856239053,페데리코 발베르데,CM,커맨더,우루과이,오른발,4,레알 마드리드,,,,,,,,
856239085,엘링 홀란,ST,크로스 포쳐,노르웨이,왼발,4,맨체스터 시티,보루시아 도르트문트,레드불 잘츠부르크,,,,,,
856239231,마르크 쿠쿠레야,LB,와일드 태클러,스페인,왼발,3,첼시,브라이턴 호브 앨비언,헤타페 CF,FC 바르셀로나,SD 에이바르,,,,
856239818,후벵 디아스,CB,파이터,포르투갈,오른발,4,맨체스터 시티,SL 벤피카,,,,,,,
856240091,G. 비카리오,GK,GK 빠른 반응,이탈리아,오른발,4,토트넘 홋스퍼,칼리아리,우디네세,,,,,,
856240130,에데르 밀리탕,CB,블로커,브라질,오른발,3,레알 마드리드,FC 포르투,,,,,,,
856241096,산드로 토날리,CDM,2개의 심장,이탈리아,오른발,4,뉴캐슬 유나이티드,밀라노 FC,,,,,,,
856241159,마크 게히,CB,와일드 태클러,잉글랜드,양발,5,맨체스터 시티,크리스털 팰리스,첼시,,,,,,
856241461,페란 토레스,ST,아크로바틱 피니셔,스페인,오른발,4,FC 바르셀로나,맨체스터 시티,발렌시아 CF,,,,,,
856241486,쥘 쿤데,RB,체이서,프랑스,오른발,3,FC 바르셀로나,세비야 FC,,,,,,,
856241637,A. 추아메니,CDM,블로커,프랑스,오른발,3,레알 마드리드,AS 모나코,,,,,,,
856241651,빅토르 요케레스,ST,크로스 포쳐,스웨덴,오른발,4,아스널,스포르팅 CP,브라이턴 호브 앨비언,,,,,,
856241788,메흐디 타레미,ST,크로스 포쳐,이란,오른발,4,롬바르디아 FC,FC 포르투,,,,,,,
856242641,R. 아이트-누리,LB,스피드스터,알제리,왼발,4,맨체스터 시티,울버햄프턴 원더러스,앙제 SCO,,,,,,
856242964,앤서니 고든,LW,크로스 포쳐,잉글랜드,오른발,4,뉴캐슬 유나이티드,에버턴,,,,,,,
856243203,카스퍼 회그,ST,타이탄,덴마크,오른발,3,,,,,,,,,
856243586,아유브 엘카비,ST,크로스 포쳐,모로코,왼발,3,,,,,,,,,
856243630,조너선 데이비드,ST,크로스 포쳐,캐나다,양발,5,유벤투스,LOSC 릴,,,,,,,
856243715,윌리암 살리바,CB,체이서,프랑스,오른발,3,아스널,올랭피크 마르세유,OGC 니스,AS 생테티엔,,,,,
856244915,모하메드 살리수,CB,블로커,가나,왼발,3,AS 모나코,사우샘프턴,레알 바야돌리드,,,,,,
856245155,모하메드 쿠두스,RW,스피드스터,가나,왼발,4,토트넘 홋스퍼,웨스트 햄 유나이티드,아약스,,,,,,
856245253,L. 바레이루,CM,2개의 심장,룩셈부르크,오른발,4,SL 벤피카,,,,,,,,
856245367,차비 시몬스,CAM,커맨더,네덜란드,오른발,3,토트넘 홋스퍼,RB 라이프치히,파리 생제르맹,,,,,,
856246191,훌리안 알바레스,CF,아크로바틱 피니셔,아르헨티나,양발,5,맨체스터 시티,,,,,,,,
856246420,제레미 도쿠,LW,스피드스터,벨기에,오른발,4,맨체스터 시티,스타드 렌,,,,,,,
856246430,두샨 블라호비치,ST,크로스 포쳐,세르비아,왼발,4,유벤투스,피오렌티나,,,,,,,
856246669,부카요 사카,RW,라인 브레이커,잉글랜드,왼발,4,아스널,,,,,,,,
856246871,E. 바레네체아,CDM,와일드 태클러,아르헨티나,오른발,3,SL 벤피카,애스턴 빌라,발렌시아 CF,유벤투스,,,,,
856247090,엔소 페르난데스,CM,커맨더,아르헨티나,오른발,4,첼시,SL 벤피카,,,,,,,
856247103,다비드 한츠코,CB,체이서,슬로바키아,왼발,3,페예노르트,스파르타 프라하,피오렌티나,,,,,,
856247263,에드몽 탑소바,CB,블로커,부르키나파소,오른발,4,바이엘 04 레버쿠젠,,,,,,,,
856247463,폴러린 발로군,ST,라인 브레이커,미국,양발,5,AS 모나코,아스널,스타드 랭스,미들즈브러,,,,,
856247635,크바라츠헬리아,LW,스피드스터,조지아,양발,5,파리 생제르맹,SSC 나폴리,,,,,,,
856247819,N. 슐로터베크,CB,커맨더,독일,왼발,3,보루시아 도르트문트,SC 프라이부르크,,,,,,,
856247851,브루누 기마랑이스,CM,커맨더,브라질,오른발,3,뉴캐슬 유나이티드,올랭피크 리옹,,,,,,,
856248148,수비멘디,CDM,커맨더,스페인,오른발,4,아스널,레알 소시에다드,,,,,,,
856248243,E. 카마빙가,CDM,커맨더,프랑스,왼발,3,레알 마드리드,스타드 렌,,,,,,,
856251470,샤를 드케텔라르,CAM,커맨더,벨기에,왼발,4,베르가모 칼초,밀라노 FC,,,,,,,
856251517,그바르디올,CB,타이탄,크로아티아,양발,5,맨체스터 시티,RB 라이프치히,디나모 자그레브,,,,,,
856251566,가브리엘 마르티넬리,LW,라인 브레이커,브라질,오른발,4,아스널,,,,,,,,
856251852,카림 아데예미,CF,스피드스터,독일,왼발,4,보루시아 도르트문트,레드불 잘츠부르크,,,,,,,
856251854,페드리,CM,커맨더,스페인,양발,5,FC 바르셀로나,,,,,,,,
856252042,주앙 페드루,ST,크로스 포쳐,브라질,오른발,4,첼시,브라이턴 호브 앨비언,왓퍼드,,,,,,
856252145,누누 멘데스,LB,체이서,포르투갈,왼발,4,파리 생제르맹,스포르팅 CP,,,,,,,
856252371,주드 벨링엄,CAM,커맨더,잉글랜드,양발,5,레알 마드리드,보루시아 도르트문트,,,,,,,
856252802,윌프리드 싱고,RB,체이서,코트디부아르,오른발,3,갈라타사라이,AS 모나코,토리노,,,,,,
856253163,R. 아라우호,CB,타이탄,우루과이,오른발,3,FC 바르셀로나,,,,,,,,
856253396,G. 시메오네,RW,스피드스터,아르헨티나,오른발,3,데포르티보 알라베스,,,,,,,,
856254117,M. 바이어,ST,크로스 포쳐,독일,오른발,4,보루시아 도르트문트,TSG 호펜하임,,,,,,,
856254796,노니 마두에케,RW,스피드스터,잉글랜드,왼발,4,아스널,첼시,,,,,,,
856254817,M. 아라우호,LB,체이서,우루과이,왼발,3,스포르팅 CP,,,,,,,,
856255106,로이크 바데,CB,블로커,프랑스,오른발,3,바이엘 04 레버쿠젠,세비야 FC,스타드 렌,RC 랑스,,,,,
856255253,비티냐,CM,커맨더,포르투갈,오른발,3,파리 생제르맹,FC 포르투,울버햄프턴 원더러스,,,,,,
856256079,M. 카이세도,CDM,와일드 태클러,에콰도르,오른발,3,첼시,브라이턴 호브 앨비언,,,,,,,
856256261,M. 티아우,CB,타이탄,독일,오른발,4,뉴캐슬 유나이티드,밀라노 FC,,,,,,,
856256903,곤살루 하무스,ST,크로스 포쳐,포르투갈,오른발,4,파리 생제르맹,SL 벤피카,,,,,,,
856256948,C. 졸리스,LW,라인 브레이커,그리스,오른발,4,,,,,,,,,
856257179,곤살루 이나시우,CB,타이탄,포르투갈,왼발,2,스포르팅 CP,,,,,,,,
856257265,마테우스 시우바,RB,와일드 태클러,브라질,오른발,3,,,,,,,,,
856257289,위고 에키티케,ST,크로스 포쳐,프랑스,오른발,3,리버풀,아인트라흐트 프랑크푸르트,파리 생제르맹,스타드 랭스,,,,,
856257368,L. 피롤라,CB,체이서,이탈리아,왼발,3,롬바르디아 FC,,,,,,,,
856258239,M. 코할스키,GK,GK 빠른 반응,폴란드,오른발,2,,,,,,,,,
856258781,I. 자바르니,CB,블로커,우크라이나,오른발,3,파리 생제르맹,디나모 키이우,,,,,,,
856259075,얀 코투,RWB,와일드 태클러,브라질,오른발,3,보루시아 도르트문트,맨체스터 시티,,,,,,,
856259307,말로 귀스토,RB,체이서,프랑스,오른발,3,첼시,올랭피크 리옹,,,,,,,
856259532,주안 가르시아,GK,GK 공중볼 장악,스페인,오른발,3,FC 바르셀로나,RCD 에스파뇰,,,,,,,
856259583,D. 우도기,LB,와일드 태클러,이탈리아,왼발,4,토트넘 홋스퍼,우디네세,엘라스 베로나,,,,,,
856259584,M. 루제리,LB,체이서,이탈리아,왼발,3,베르가모 칼초,,,,,,,,
856259716,D. 스벤손,LWB,2개의 심장,스웨덴,왼발,4,보루시아 도르트문트,,,,,,,,
856260908,M. 케르케즈,LB,와일드 태클러,헝가리,왼발,3,리버풀,밀라노 FC,,,,,,,
856261050,프란시스쿠 콘세이상,RW,스피드스터,포르투갈,왼발,3,유벤투스,FC 포르투,아약스,,,,,,
856262880,R. 오니에디카,CDM,파이터,나이지리아,오른발,3,,,,,,,,,
856263205,바리슈 일마즈,LW,스피드스터,튀르키예,오른발,3,갈라타사라이,,,,,,,,
856263578,발데,LB,스피드스터,스페인,왼발,4,FC 바르셀로나,,,,,,,,
856263765,톰 비쇼프,LB,와일드 태클러,독일,왼발,3,바이에른 뮌헨,TSG 호펜하임,,,,,,,
856264219,E. 포쿠,RW,스피드스터,네덜란드,양발,5,바이엘 04 레버쿠젠,,,,,,,,
856264309,아르다 귈레르,CAM,커맨더,튀르키예,왼발,3,레알 마드리드,,,,,,,,
856264453,미키 반더벤,CB,스피드스터,네덜란드,왼발,3,토트넘 홋스퍼,VfL 볼프스부르크,,,,,,,
856264652,B. 바르콜라,LW,스피드스터,프랑스,오른발,3,파리 생제르맹,올랭피크 리옹,,,,,,,
856266032,제이미 기튼스,LW,스피드스터,잉글랜드,오른발,4,첼시,보루시아 도르트문트,,,,,,,
856266096,토마스 아라우주,CB,체이서,포르투갈,오른발,2,SL 벤피카,,,,,,,,
856266097,제니 카타무,RW,스피드스터,모잠비크,왼발,3,스포르팅 CP,,,,,,,,
856266127,L. 홀,LB,체이서,잉글랜드,왼발,3,뉴캐슬 유나이티드,첼시,,,,,,,
856266866,에데르송,CM,와일드 태클러,브라질,오른발,3,베르가모 칼초,,,,,,,,
856266872,F. 가티,CB,블로커,이탈리아,오른발,3,유벤투스,,,,,,,,
856266895,N. 트레졸디,ST,크로스 포쳐,독일,오른발,4,,,,,,,,,
856268375,F. 셰볼,RB,체이서,노르웨이,오른발,4,,,,,,,,,
856268438,가르나초,LW,아크로바틱 피니셔,아르헨티나,오른발,4,첼시,맨체스터 유나이티드,,,,,,,
856268889,알바로 카레라스,LB,와일드 태클러,스페인,왼발,4,레알 마드리드,SL 벤피카,그라나다 CF,맨체스터 유나이티드,,,,,
856270409,사비뉴,LW,스피드스터,브라질,왼발,2,맨체스터 시티,,,,,,,,
856270531,O. 디오만데,CB,파이터,코트디부아르,오른발,3,스포르팅 CP,,,,,,,,
856270673,W. 자이르-에머리,CM,2개의 심장,프랑스,오른발,3,파리 생제르맹,,,,,,,,
856275298,A. 파블로비치,CDM,2개의 심장,독일,오른발,4,바이에른 뮌헨,,,,,,,,
856276278,P. 수치치,CM,2개의 심장,크로아티아,오른발,4,롬바르디아 FC,디나모 자그레브,,,,,,,
856277031,A. 후사노프,CB,파이터,우즈베키스탄,오른발,3,맨체스터 시티,RC 랑스,,,,,,,
856277252,사무엘 달,LB,체이서,스웨덴,왼발,3,SL 벤피카,AS 로마,,,,,,,
856277426,카를루스 포르브스,RW,스피드스터,포르투갈,왼발,2,아약스,울버햄프턴 원더러스,맨체스터 시티,,,,,,
856277427,N. 오라일리,LB,와일드 태클러,잉글랜드,왼발,2,맨체스터 시티,,,,,,,,
856277643,라민 야말,RW,스피드스터,스페인,왼발,3,FC 바르셀로나,,,,,,,,
856277954,K. 일디즈,LW,스피드스터,튀르키예,양발,5,유벤투스,,,,,,,,
856278046,파우 쿠바르시,CB,타이탄,스페인,오른발,4,FC 바르셀로나,,,,,,,,
858008348,미첼 살가도,RB,체이서,스페인,오른발,4,블랙번 로버스,레알 마드리드,셀타 비고,,,,,,
858010704,로이 마카이,ST,아크로바틱 피니셔,네덜란드,양발,5,페예노르트,바이에른 뮌헨,,,,,,,
858025420,클라우디오 피사로,ST,크로스 포쳐,페루,양발,5,베르더 브레멘,바이에른 뮌헨,첼시,,,,,,
858053302,다니엘레 데로시,CDM,와일드 태클러,이탈리아,오른발,4,AS 로마,,,,,,,,
858077787,이반 사모라노,ST,크로스 포쳐,칠레,오른발,4,롬바르디아 FC,레알 마드리드,세비야 FC,,,,,,
858081644,울리 회네스,LM,스피드스터,독일,오른발,4,바이에른 뮌헨,,,,,,,,
858169721,마이카 리처즈,RB,와일드 태클러,잉글랜드,오른발,3,애스턴 빌라,피오렌티나,맨체스터 시티,,,,,,
861000051,앨런 시어러,ST,크로스 포쳐,잉글랜드,오른발,4,뉴캐슬 유나이티드,블랙번 로버스,사우샘프턴,,,,,,
861000240,로이 킨,CM,2개의 심장,아일랜드,오른발,3,셀틱,맨체스터 유나이티드,,,,,,,
861000330,로비 킨,ST,아크로바틱 피니셔,아일랜드,오른발,4,애스턴 빌라,LA 갤럭시,웨스트 햄 유나이티드,셀틱,토트넘 홋스퍼,리버풀,리즈 유나이티드,롬바르디아 FC,울버햄프턴 원더러스
861000388,솔 캠벨,CB,타이탄,잉글랜드,오른발,3,뉴캐슬 유나이티드,아스널,토트넘 홋스퍼,,,,,,
861000488,올리버 칸,GK,GK 빠른 반응,독일,오른발,2,바이에른 뮌헨,,,,,,,,
861001040,호베르투 카를루스,LB,체이서,브라질,왼발,3,레알 마드리드,롬바르디아 FC,,,,,,,
861001041,하비에르 사네티,RWB,2개의 심장,아르헨티나,오른발,4,롬바르디아 FC,,,,,,,,
861001109,파올로 말디니,CB,체이서,이탈리아,양발,5,밀라노 FC,,,,,,,,
861001114,로베르토 바조,CF,라인 브레이커,이탈리아,양발,5,롬바르디아 FC,볼로냐,밀라노 FC,유벤투스,피오렌티나,,,,
